,V14,V4,V10,V17,Time,V12,V26,Amount,V21,V8,V11,V7,V28,V19,V3,V22,V6,V20,V27,V16,V13,V25,V24,V18,V2,V1,V5,V15,V9,V23,Class_1
0,-1.0281110802577977,0.6449305993523236,-1.5465224408510065,-1.2098101552163778,-0.15972267414288724,-0.6569598488773075,0.12799095635802704,-0.1534345361606929,-0.3480397553432707,-0.04028240922986002,0.8125836733167713,-1.2529555840110687,-0.44836625284244,0.09258128155057711,-0.7452291269046758,0.15885329173826296,-0.19943317202286565,0.13056261840137084,0.5815381937963056,-0.6857675460445607,0.06025580065843169,-0.06514700869510094,-0.15815307164796644,-0.54027203190662,0.6190290709142574,-0.3597960384751221,-0.5543301574752693,-0.03594863506002498,-0.6984405666917308,0.1633545850722258,1.0
1,-0.3477218924691893,0.5012039633832212,-2.7005278461078666,-1.2117833380992526,-0.0010230230760964272,-0.5414403602688175,-0.23661270075563517,-0.1534345361606929,-1.3862769851338996,-0.7421134234541267,0.3826804148593656,-2.52808689606729,-0.4250139038131155,-0.0694207496492393,-0.9502403739744499,0.5078267597312937,-0.10019685415050394,0.368551742980245,-1.5788294472677775,-0.5849500165296623,-0.0703123478476827,-0.13870515814460552,0.03530732217872165,-0.6109677589538957,1.5442286037900164,-0.5099710943476611,-1.2183209612127168,-0.23844660988067048,-1.0800967716190326,0.14741387370624215,1.0
2,-0.14480521026968987,0.04295959216099203,-0.09437309164970763,0.22086474127854966,0.13841127132722236,-0.0502290038459828,-0.03879420332040896,-0.1534345361606929,0.02410658851848612,-0.05972755237489021,-0.014268063401296693,0.09156434825434362,-0.007048921143319542,-0.026385623220517733,-0.19851718910044747,0.09720078129067161,-0.14886062953170143,-0.027620618739880316,-0.00785170050237539,-0.050769267463459354,-0.056921017230476254,0.18576164090269637,0.07465287201281676,0.0723152512362262,0.04120836930195897,0.15610782633229547,0.11159119589180455,0.029773267947213623,0.016741968796386005,-0.04037040228280302,0.0
3,-0.7553900826749702,0.39232206595143904,-1.8017343150705902,-1.7184938966684935,-0.0018428716067778804,-0.6681151887586764,-0.1082892149540438,-0.03541628769353147,0.04798001703783231,0.23339363712561106,0.5870170672910453,-1.2871749972029236,-0.180335715759461,0.23489928823821296,-0.6734602462440437,0.18979107356842992,-0.44777023926607845,0.026914056716529956,-0.40753249836721206,-0.9064911628970911,-0.01391235547718909,-0.03690686122638788,0.08955647472733294,-0.8110498536910755,0.6516974666841356,-0.3175843593394251,-0.7029999928339153,-0.12425454262800546,-0.5327308788838623,0.03811471417852373,1.0
4,-0.5748848217813709,0.3303443732372715,-1.046125462064395,-1.1817792095699535,-0.07730460029320602,-0.4451466922646749,-0.013998837195429034,-0.1534345361606929,-0.3619560719606044,-0.25986315524027503,0.4453182826086085,-0.9492650017506163,0.05120850512984222,0.30266409247120796,-0.42409018204650295,0.24046241590385203,-0.0010144223287217886,0.12030422926265345,0.08267980317739826,-0.5699399353648202,-0.15830536637125214,-0.05814348174749141,-0.09321525416044392,-0.44004523862678024,0.3544188709556701,-0.3006414764127342,-0.42248260747226823,0.13516734414765835,-0.5068590969064594,0.16099721461890656,1.0
5,-0.3203076383873683,0.1344039114909235,-0.25366532285980375,-0.19777342137711107,0.14946167392017523,-0.2099122829938611,-0.10419753675927128,0.03697381603917235,0.06607800498634636,0.02151586952457695,0.08692796505505138,-0.00443387857606648,0.13642979648669032,0.06528325311600976,-0.1830624776033702,0.09941963421650304,-0.1680004747010831,0.024571751651029462,0.1746877679008538,-0.20929444899337116,0.0031887026956772648,-0.11778906970985056,-0.050978117020655314,-0.05683418309245153,0.16876027357857182,-0.07494732552848457,0.033545626748413396,0.04681662276103243,-0.1691191094033881,0.0190109014730541,0.0
6,-0.3790377430641006,0.034871826392504794,-0.23007396157877694,-0.4051457707892407,0.07052153457551903,-0.17514842914541154,0.11458468581966363,-0.1534345361606929,1.0558928650370007,-0.5505804978130575,0.1822176443728446,-0.415388986532548,0.11208114548182284,0.033692442884513285,-0.22827691614637832,-0.3564352678104993,0.06085334235716462,-0.34007383194029633,0.04329016888462314,-0.1916745425982574,-0.06916542993384996,0.057919762625897694,0.003699627688948769,-0.1048029828352601,0.1935139969668513,-0.2032351082928511,-0.02940724260427819,-0.17746560430876476,0.024526278583818818,0.07842145983792295,0.0
7,-0.5505081675033714,0.2663437238104668,-0.6468562692526911,-0.705229718057282,-0.08987150431139763,-0.37637936984807097,-0.049807068051683834,0.08941554597868631,0.12766186888046088,0.9942499883623039,0.23498856536563836,-0.6996281519166637,0.06821361490449668,0.06335934641834565,-0.5338352640495291,-0.1271581797329299,-0.3389935712349944,0.11018933509971733,0.2882141284275693,-0.3730671306004095,-0.046391093857312396,0.11570634408319296,-0.015156874728761172,-0.28809107617985286,0.6398275518878325,-0.30338297136294556,-0.5593432172962479,0.10056240741423986,-0.2351050679727337,-0.038868818090507434,0.0
8,-0.6070579273798365,0.11428961415446608,-0.5037912309110786,-0.6920536989158526,0.11781197292690435,-0.29693326508756507,0.11985164657274752,-0.039034425760314205,0.11455051812140386,0.12986899356751386,0.32091157141840865,-0.25437306863928644,0.027868022042949712,0.16513918069180514,-0.24846959076619957,0.1054877173064143,-0.14500907859313578,0.02113451201034443,-0.08702533670981236,-0.38174099924500615,0.07108166724917343,-0.046431757158113915,-0.08274132201456265,-0.21878611922348773,0.18423464286392352,-0.16689945114738777,-0.0847956648798733,-0.15615937373954658,-0.16349892761128193,-0.06789187596919852,0.0
9,-0.39556540368846954,0.2152170426026716,-0.38994031286940667,-0.9256740871234841,0.10053697404242898,-0.26338517812510565,-0.1856245363276286,0.11014343688012244,0.10783537882779952,0.16262093618851842,0.2467897954348217,-0.33755385032222207,0.031630091593345885,0.24032876682647827,-0.248106910256024,0.12438957932462096,-0.09470847080251757,-0.04178100443090524,0.2738079224516237,-0.3942206597871696,0.1540964843154921,-0.241988616746127,0.006923604177687413,-0.27959718142628,-0.0636569522335009,-0.1615024391325276,-0.04044251802313072,-0.06048909055824223,-0.17228596903452933,0.1707415426934632,0.0
10,-0.8911034316406775,0.4396013529380756,-0.592910845096237,-0.17924164895336941,0.1282274467402285,-0.3913404343578204,0.1075850916471601,-0.16167391868308473,0.07400350659165636,0.17565070071760264,0.35792630293287336,-0.25693790628148966,-0.015792067731908874,0.06222972726505627,-0.37650988577274275,-0.07748556186250503,-0.26046306549080656,0.0775102408401756,0.09492367891075496,-0.2177767170384987,0.06798540343362093,0.0012090420346098324,-0.11462468979048235,0.021677225431650314,0.3829489081386625,-0.08483248613722762,-0.013272535105498135,0.11444186105845859,-0.4603048421165716,0.030448899188328476,0.0
11,-0.5599236158875768,0.517959445214079,-1.700505245218053,-1.8742681472132685,-0.11010366491891152,-0.5347253433840546,-0.0005065058907276957,0.05433017698917601,0.08289167044734089,0.7186739020343931,0.38051259232729223,-1.4590951999972688,-0.3253402800808026,0.3902337202700656,-0.6554093776059683,0.084537930879587,-0.16892884986945894,-0.06839103771444148,-0.6927979565838805,-0.8224306903654,0.1603953582658391,-0.048461436534958977,0.1319853496478216,-0.9287119169008712,0.7433390784170986,-0.41486469604475573,-0.9955715133263592,0.011998567609332877,-1.05750702641097,-0.07880522881866871,1.0
12,-0.2570696410703638,0.2625397094575603,0.02762995071954568,0.24734946483108425,0.12734749822192945,-0.04601747564111287,0.008807229358616697,-0.06245314377078578,-0.01971950285674332,-0.02250248572478452,0.13821662133752352,0.05789318563992537,0.0023345557394456973,-0.1902669642647135,-0.14518720986325553,-0.05112228098365662,-0.0645435210116077,-0.029555860220066222,-0.007963487783358595,0.20470087148688504,-0.07572471943117483,0.029866477236381007,-0.04893717313020498,0.14425352918745682,0.087170607789244,0.12865617506053056,0.0987531240121097,-0.17555727406338537,-0.14357383550895292,0.006141611002424158,0.0
13,-0.5368060456529491,0.3738386097582058,-0.9211440002488578,-1.190387330773207,-0.14205283743669772,-0.40583191751226133,-0.03956911403006845,0.08941554597868631,0.23644957909143308,2.650666831341614,0.4111193407482071,-1.4555730369160422,0.12776760610529259,0.10967653478574449,-0.8744898890676366,-0.24791277120261918,-0.4780084617311485,0.2165521923744269,0.37054221806484283,-0.5240223521580011,0.08528244146047965,0.37591939241333516,0.017391769509016906,-0.535437386784136,1.3128938441539033,-0.49718729276448076,-1.2694266739013007,-0.012511487284328044,-0.39159737184421484,-0.18857812677790511,1.0
14,-0.3521874331446545,0.1430935664226647,-0.3464934744389449,-0.5435738510357211,-0.10039218543629405,-0.2783338343283303,-0.05461644121679761,-0.1534345361606929,0.08431371270965092,0.10534700540605449,0.25959987507041254,-0.1804241829202608,0.07253445779608399,0.15666304870578346,-0.12208464873587448,0.02626882967313752,-0.08714053500394882,0.02861091804410885,0.09940903198654291,-0.260747038766275,-0.130310324111696,-0.006980100561863047,-0.04027772442093312,-0.08356113170252942,0.1502736527688322,-0.09042034674849625,-0.07787893332453719,0.055150159403815416,-0.18497504410482038,-0.010740523671530972,0.0
15,-0.759795550277602,0.33222275786973365,-0.4008841664234574,0.019840484487571607,0.07215481423388093,-0.32905204107044517,0.022824882720021117,-0.2007687481662106,0.01661510699617621,0.028018870895500363,0.3900127660868909,-0.08128023704669216,0.10017736156829868,-0.22402760159145693,-0.3013010564730897,-0.12714416349671645,-0.16236198030673393,0.032600640477228826,0.12047481309379404,0.06401780349188466,-0.17954690935651527,0.06488873000539656,-0.011074232639859806,0.20231659100484412,0.2261825010588522,0.060689173200164793,0.11831011985330134,-0.052418177380740213,-0.30070963592911143,-0.011287084947974688,0.0
16,-0.4797350891979815,0.0020249371791423265,-0.3301400549892811,-0.29971787953088536,0.06552242809025748,-0.2520823776623886,0.15287839593491956,0.00991960169960585,0.015637373321822624,0.030617467637224095,0.12378192729297526,-0.0984208108696282,0.024297552951138827,-0.0879956383738773,-0.21418529156096722,-0.07408368569588125,-0.1530188957923019,-0.03272540757731811,-0.03759682080718098,-0.36480031631082854,0.10454585464612103,0.1108690505980164,0.06154467834642324,-0.01425474017009117,0.13395211985380273,-0.08247294923368595,-0.004400253084667247,-0.07571956433322724,-0.27973611331481174,-0.0537358288758815,0.0
17,-0.957261143558984,0.6401577576294659,-1.491888820217404,-1.139834333844711,-0.15660258061417193,-0.6337469795828665,0.13425462949740832,-0.1534345361606929,-0.3433123920843041,0.20014532549219705,0.7681003350962696,-1.4004042868471247,-0.4569912662997796,0.07219433988703736,-0.80199278697685,0.13590239087633066,-0.2328630749430239,0.12977451885641858,0.5637106676425653,-0.6508857025124235,0.09048939146643406,0.0037328397311338335,-0.1604006790275526,-0.5300332214619582,0.837244063314946,-0.3975899137968037,-0.6798400500198682,-0.04857692101223046,-0.6845433072588619,0.2058089286291432,1.0
18,-0.7000205151519903,0.4260143179594388,-0.41127387661936077,0.192500543726772,-0.19031422601360848,-0.42913785413930317,0.09367062317943171,-0.1534345361606929,0.05285199450916234,0.04976980914206055,0.5316411565378625,-0.12099700152067316,0.04656482705308991,-0.010148979659375872,-0.34590344395281264,0.01824987416631031,-0.2564041443498162,0.062668679137393,0.15752396036746427,-0.12121009022863068,0.07557001369461594,-0.18475663322464098,-0.047744063712469725,0.2255002529454191,0.31490562814007755,0.03252146060839165,0.07035996809161739,-0.07378692494415062,-0.23392186845426002,0.038342112184551615,0.0
19,-0.49340059664432906,0.17479042666205086,-0.34565814556773533,-0.33828121306737036,0.12357664604458593,-0.23757311491271937,-0.08694673786896842,0.05151852084672629,0.07830043260333466,0.019616999566798164,0.3212503238218248,-0.13129110841617714,0.07577801661427919,-0.036245129858630244,-0.2245721464387031,0.0604372445152806,-0.16113263133892033,0.03680079766003554,0.12848305727484388,-0.1598183869953594,-0.06456867898783474,0.06831647229969777,-0.05248983401602507,0.02515356871876028,0.09310941440607776,0.05731071363154694,-0.024505067723367777,0.013783705281464225,-0.10538406764870581,-0.02369238744877041,0.0
20,-0.8037696292732418,0.4571151436994172,-0.3119654932808824,0.11237817358964639,-0.11196934548471013,-0.32406340998836514,0.12005470072110695,-0.1534345361606929,0.021987375626595754,0.05187450069015083,0.4846075861771412,-0.15642356701660193,0.1691033372926572,0.012301946580528068,-0.3686721481598162,0.09966312864092405,-0.32923830614398697,-0.08238439620286009,0.1266466686309689,-0.12798397473597062,-0.07852777489424025,-0.07875138757795308,-0.08830064886156595,0.1363418492582651,0.02801920515313936,-0.1258202004656605,0.19530461884062456,0.07001108481191273,-0.31675045908770605,0.45091829627608637,0.0
